time,102_boost_pressure,105_intake_manfold_1_temperature,110_engine_coolant_temperature,175_engine_oil_temperature_1,183_fuel_rate,184_instantaneous_fuel_economy,185_average_fuel_economy,595_cruise_control_active,596_cruise_control_enable_switch,597_brake_switch,598_clutch_switch,599_cruise_control_set_switch,600_cruise_control_coast_switch,602_cruise_control_accelerate_switch,70_parking_brake_switch,84_vehicle_speed,86_cruise_control_set_speed
2025-10-30 06:11:11,0,26,63,1774.969,4.85,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 06:12:11,0,26,68,1774.969,3.6,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 06:13:11,0,27,72,1774.969,4.85,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 06:14:11,10,27,76,1774.969,7.55,0.654,3.219,3,3,0,1,3,3,3,0,5,255
2025-10-30 06:15:11,28,27,78,1774.969,9.65,1.264,3.219,3,3,0,0,3,3,3,0,12.25,255
2025-10-30 06:16:11,30,29,82,1774.969,11.9,0.863,3.219,3,3,0,0,3,3,3,0,10.297,255
2025-10-30 06:17:11,100,32,87,1774.969,23.7,0.758,3.219,3,3,0,0,3,3,3,0,18,255
2025-10-30 06:18:09,56,35,86,1774.969,14.8,2.035,3.219,3,3,0,0,3,3,3,0,30.25,255
2025-10-30 06:19:09,102,38,87,1774.969,22.55,1.885,3.219,3,3,0,0,3,3,3,0,42.453,255
2025-10-30 06:20:09,12,39,91,1774.969,0.6,61.688,3.221,3,3,0,0,3,3,3,0,37.406,255
2025-10-30 06:21:09,68,38,90,1774.969,20.5,1.773,3.219,3,3,0,0,3,3,3,0,36.375,255
2025-10-30 06:22:09,76,38,92,1774.969,17.95,2.406,3.221,3,3,0,0,3,3,3,0,43.406,255
2025-10-30 06:23:09,80,38,90,1774.969,21.45,2.188,3.219,3,3,0,0,3,3,3,0,46.969,255
2025-10-30 06:24:09,80,39,92,1774.969,24.4,1.541,3.219,3,3,0,0,3,3,3,0,37.813,255
2025-10-30 06:25:09,18,36,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,47.797,255
2025-10-30 06:26:09,104,40,90,1774.969,25.65,1.973,3.219,3,3,0,0,3,3,3,0,50.734,255
2025-10-30 06:27:09,22,37,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,50.906,255
2025-10-30 06:28:09,20,41,91,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,48.422,255
2025-10-30 06:29:09,36,38,90,1774.969,14.9,3.045,3.219,3,3,0,0,3,3,3,0,45.438,255
2025-10-30 06:30:09,72,40,92,1774.969,27.35,1.498,3.219,3,3,0,0,3,3,3,0,41.125,255
2025-10-30 06:31:09,22,37,88,1774.969,7.25,6.711,3.219,3,3,0,0,3,3,3,0,48.844,255
2025-10-30 06:32:09,86,39,89,1774.969,18.45,2.818,3.219,3,3,0,0,3,3,3,0,52.078,255
2025-10-30 06:33:09,20,39,91,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,48.563,255
2025-10-30 06:34:09,30,41,91,1774.969,8.55,5.873,3.219,3,3,0,0,3,3,3,0,50.516,255
2025-10-30 06:35:09,22,38,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,51.313,255
2025-10-30 06:36:09,80,38,88,1774.969,20.3,2.48,3.219,3,3,0,0,3,3,3,0,50.391,255
2025-10-30 06:37:09,80,40,90,1774.969,16.4,3.08,3.219,3,3,0,0,3,3,3,0,50.75,255
2025-10-30 06:38:09,86,41,93,1774.969,24.9,1.74,3.219,3,3,0,0,3,3,3,0,43.5,255
2025-10-30 06:39:09,62,37,87,1774.969,14.95,3.311,3.221,3,3,0,0,3,3,3,0,49.422,255
2025-10-30 06:40:09,72,38,89,1774.969,15.9,3.133,3.219,3,3,0,0,3,3,3,0,49.891,255
2025-10-30 06:41:09,98,38,89,1774.969,25.35,1.77,3.221,3,3,0,0,3,3,3,0,44.922,255
2025-10-30 06:42:09,86,37,88,1774.969,19.1,2.598,3.219,3,3,0,0,3,3,3,0,49.75,255
2025-10-30 06:43:09,74,39,90,1774.969,14.55,3.555,3.221,3,3,0,0,3,3,3,0,51.922,255
2025-10-30 06:44:07,66,39,90,1774.969,14.9,3.619,3.219,3,3,0,0,3,3,3,0,53.891,255
2025-10-30 06:45:07,94,37,88,1774.969,25.35,1.918,3.219,3,3,0,0,3,3,3,0,48.797,255
2025-10-30 06:46:07,18,38,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,47.406,255
2025-10-30 06:47:07,4,40,88,1774.969,1.9,0,3.219,3,3,0,1,3,3,3,0,0,255
2025-10-30 06:48:07,10,43,91,1774.969,4.8,4.713,3.219,3,3,0,1,3,3,3,0,22.781,255
2025-10-30 06:49:07,12,41,88,1774.969,4.05,3.506,3.219,3,3,0,1,3,3,3,0,14.016,255
2025-10-30 06:50:07,82,40,91,1774.969,22.85,1.846,3.219,3,3,0,0,3,3,3,0,42.141,255
2025-10-30 06:51:07,24,42,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,50.031,255
2025-10-30 06:52:07,108,41,92,1774.969,25.5,1.746,3.219,3,3,0,0,3,3,3,0,44.578,255
2025-10-30 06:53:07,112,41,91,1774.969,28.15,1.865,3.219,3,3,0,0,3,3,3,0,52.375,255
2025-10-30 06:54:07,32,38,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,54.125,255
2025-10-30 06:55:07,48,39,90,1774.969,6.5,8.037,3.219,3,3,0,0,3,3,3,0,52.656,255
2025-10-30 06:56:07,26,40,90,1774.969,4.6,11.107,3.219,3,3,0,0,3,3,3,0,51.172,255
2025-10-30 06:57:07,144,44,92,1774.969,30.5,1.561,3.219,3,3,0,0,3,3,3,0,47.516,255
2025-10-30 06:58:07,22,38,88,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,55.844,255
2025-10-30 06:59:07,96,38,87,1774.969,25.65,2.121,3.219,3,3,0,0,3,3,3,0,54.594,255
2025-10-30 07:00:07,4,39,88,1774.969,1.85,5.77,3.219,3,3,0,1,3,3,3,0,10.766,255
2025-10-30 07:01:07,0,51,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 07:18:05,4,55,85,1774.969,8.7,0,3.221,3,3,0,1,3,3,3,0,0,255
2025-10-30 07:19:05,44,41,86,1774.969,16.6,0.732,3.219,3,3,0,1,3,3,3,0,12.422,255
2025-10-30 07:20:05,60,46,87,1774.969,19.1,1.957,3.221,3,3,0,0,3,3,3,0,37.484,255
2025-10-30 07:21:05,62,40,90,1774.969,14.65,3.188,3.219,3,3,0,0,3,3,3,0,46.625,255
2025-10-30 07:22:05,14,42,92,1774.969,0,125.5,3.219,3,3,1,0,3,3,3,0,40.625,255
2025-10-30 07:23:05,44,39,90,1774.969,6.25,7.949,3.219,3,3,0,0,3,3,3,0,50.141,255
2025-10-30 07:24:05,54,39,89,1774.969,12.5,4.174,3.219,3,3,0,0,3,3,3,0,52.281,255
2025-10-30 07:25:05,80,39,88,1774.969,5.85,8.348,3.219,3,3,0,0,3,3,3,0,49.125,255
2025-10-30 07:26:05,60,37,88,1774.969,13.9,3.322,3.219,3,3,0,0,3,3,3,0,46.188,255
2025-10-30 07:27:05,18,37,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,48.094,255
2025-10-30 07:28:05,18,37,87,1774.969,0,125.5,3.219,3,3,1,0,3,3,3,0,48.141,255
2025-10-30 07:29:05,80,37,86,1774.969,27.15,1.361,3.219,3,3,0,0,3,3,3,0,37.109,255
2025-10-30 07:30:05,76,37,92,1774.969,23.8,1.506,3.219,3,3,0,0,3,3,3,0,36.047,255
2025-10-30 07:31:05,66,38,90,1774.969,16.4,2.789,3.219,3,3,0,0,3,3,3,0,45.797,255
2025-10-30 07:32:03,74,38,90,1774.969,18.45,2.627,3.219,3,3,0,0,3,3,3,0,48.625,255
2025-10-30 07:33:03,104,40,91,1774.969,23.8,1.945,3.219,3,3,0,0,3,3,3,0,46.266,255
2025-10-30 07:34:03,98,40,89,1774.969,18.35,2.861,3.219,3,3,0,0,3,3,3,0,52.625,255
2025-10-30 07:35:03,100,39,90,1774.969,20.3,2.551,3.219,3,3,0,0,3,3,3,0,51.922,255
2025-10-30 07:36:03,66,40,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,50.688,255
2025-10-30 07:37:03,66,39,89,1774.969,21.1,2.51,3.219,3,3,0,0,3,3,3,0,52.969,255
2025-10-30 07:38:03,48,38,89,1774.969,16.7,3.125,3.219,3,3,0,0,3,3,3,0,52.359,255
2025-10-30 07:39:03,72,41,92,1774.969,8.9,5.139,3.221,3,3,0,0,3,3,3,0,46.203,255
2025-10-30 07:40:03,86,40,90,1774.969,18.9,2.656,3.219,3,3,0,0,3,3,3,0,50.297,255
2025-10-30 07:41:03,106,39,90,1774.969,22.7,2.213,3.219,3,3,0,0,3,3,3,0,50.25,255
2025-10-30 07:42:03,114,41,90,1774.969,22.95,2.117,3.219,3,3,0,0,3,3,3,0,48.75,255
2025-10-30 07:43:03,112,39,90,1774.969,22.05,2.424,3.219,3,3,0,0,3,3,3,0,53.359,255
2025-10-30 07:44:03,24,38,91,1774.969,0,125.5,3.219,3,3,1,0,3,3,3,0,53.703,255
2025-10-30 07:45:03,92,39,90,1774.969,21.9,2.449,3.219,3,3,0,0,3,3,3,0,53.766,255
2025-10-30 07:46:03,72,38,90,1774.969,22.1,2.369,3.219,3,3,0,0,3,3,3,0,52.453,255
2025-10-30 07:47:03,104,41,91,1774.969,27.3,1.766,3.219,3,3,0,0,3,3,3,0,48.313,255
2025-10-30 07:48:03,76,37,88,1774.969,21.5,2.361,3.219,3,3,0,0,3,3,3,0,50.781,255
2025-10-30 07:49:03,22,38,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,51.109,255
2025-10-30 07:50:03,78,38,89,1774.969,24.8,2.023,3.219,3,3,0,0,3,3,3,0,50.219,255
2025-10-30 07:51:03,20,37,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,47.047,255
2025-10-30 07:52:03,70,38,89,1774.969,19.25,2.602,3.219,3,3,0,0,3,3,3,0,50.172,255
2025-10-30 07:53:03,56,37,90,1774.969,11.8,4.346,3.219,3,3,0,0,3,3,3,0,51.5,255
2025-10-30 07:54:03,70,38,90,1774.969,15.25,3.52,3.219,3,3,0,0,3,3,3,0,53.484,255
2025-10-30 07:55:03,44,38,90,1774.969,3.85,13.352,3.219,3,3,0,0,3,3,3,0,52.438,255
2025-10-30 07:56:03,46,36,89,1774.969,15.1,3.457,3.219,3,3,0,0,3,3,3,0,52.281,255
2025-10-30 07:57:01,98,40,92,1774.969,27.5,1.5,3.219,3,3,0,0,3,3,3,0,41.156,255
2025-10-30 07:58:01,50,37,88,1774.969,16.25,3.203,3.219,3,3,0,0,3,3,3,0,52.125,255
2025-10-30 07:59:01,86,38,89,1774.969,24,2.027,3.219,3,3,0,0,3,3,3,0,48.688,255
2025-10-30 08:00:01,54,36,89,1774.969,12.5,3.781,3.221,3,3,0,0,3,3,3,0,47.219,255
2025-10-30 08:01:01,82,38,89,1774.969,17.8,2.756,3.219,3,3,0,0,3,3,3,0,49.234,255
2025-10-30 08:02:01,72,38,90,1774.969,23.75,2.172,3.221,3,3,0,0,3,3,3,0,51.641,255
2025-10-30 08:03:01,82,39,90,1774.969,25.05,1.803,3.219,3,3,0,0,3,3,3,0,45.203,255
2025-10-30 08:04:01,56,38,90,1774.969,13.9,3.699,3.219,3,3,0,0,3,3,3,0,51.328,255
2025-10-30 08:05:01,64,38,90,1774.969,20.75,2.508,3.219,3,3,0,0,3,3,3,0,52.172,255
2025-10-30 08:06:01,64,39,90,1774.969,12.35,4.113,3.219,3,3,0,0,3,3,3,0,50.797,255
2025-10-30 08:07:01,110,38,92,1774.969,23.8,2.008,3.219,3,3,0,0,3,3,3,0,47.688,255
2025-10-30 08:08:01,26,38,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,52.906,255
2025-10-30 08:09:01,26,38,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,50.219,255
2025-10-30 08:10:01,92,38,90,1774.969,19.8,2.568,3.219,3,3,0,0,3,3,3,0,50.844,255
2025-10-30 08:11:01,20,36,89,1774.969,5.95,8.193,3.219,3,3,0,0,3,3,3,0,49.078,255
2025-10-30 08:12:01,62,37,89,1774.969,19.05,1.949,3.219,3,3,0,0,3,3,3,0,37.203,255
2025-10-30 08:13:01,56,37,91,1774.969,0,125.5,3.219,3,3,1,0,3,3,3,0,44.578,255
2025-10-30 08:14:01,2,38,82,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:15:01,0,49,83,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:32:59,0,50,78,1774.969,4.8,1.004,3.219,3,3,0,1,3,3,3,0,4.813,255
2025-10-30 08:33:59,4,44,85,1774.969,3.25,0.582,3.219,3,3,0,1,3,3,3,0,1.844,255
2025-10-30 08:34:59,0,44,82,1774.969,4.35,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:35:59,0,44,85,1774.969,4.5,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:36:59,0,44,87,1774.969,4.4,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:37:59,0,44,89,1774.969,4.25,0,3.219,3,3,1,1,3,3,3,0,0,255
2025-10-30 08:38:59,0,43,87,1774.969,4.35,0,3.219,3,3,1,1,3,3,3,0,0,255
2025-10-30 08:39:59,4,40,84,1774.969,2.45,0,3.219,3,3,0,1,3,3,3,0,0,255
2025-10-30 08:40:59,0,41,85,1774.969,3.45,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:41:59,2,42,86,1774.969,2,0,3.221,3,3,1,1,3,3,3,0,0,255
2025-10-30 08:42:59,0,43,88,1774.969,4.45,0,3.219,3,3,1,1,3,3,3,0,0,255
2025-10-30 08:43:59,0,44,90,1774.969,4.25,0,3.221,3,3,1,1,3,3,3,0,0,255
2025-10-30 08:44:59,0,42,84,1774.969,4.7,0,3.219,3,3,1,1,3,3,3,0,0,255
2025-10-30 08:45:59,0,50,82,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 08:49:57,0,57,89,1774.969,3.55,0,3.219,3,3,0,1,3,3,3,1,0,255
2025-10-30 08:50:57,54,40,88,1774.969,14.65,0.508,3.219,3,3,0,0,3,3,3,0,7.484,255
2025-10-30 08:51:57,80,43,87,1774.969,25.35,0.566,3.219,3,3,0,0,3,3,3,0,14.328,255
2025-10-30 08:52:57,106,45,93,1774.969,29.55,1.443,3.219,3,3,0,0,3,3,3,0,42.641,255
2025-10-30 08:53:57,66,40,90,1774.969,20.05,2.436,3.219,3,3,0,0,3,3,3,0,48.891,255
2025-10-30 08:54:57,88,39,90,1774.969,23.7,2.15,3.219,3,3,0,0,3,3,3,0,50.953,255
2025-10-30 08:55:57,36,39,91,1774.969,14.05,3.801,3.219,3,3,0,0,3,3,3,0,53.234,255
2025-10-30 08:56:57,78,39,92,1774.969,19.25,2.295,3.219,3,3,0,0,3,3,3,0,44.313,255
2025-10-30 08:57:57,96,41,90,1774.969,23.45,1.797,3.219,3,3,0,0,3,3,3,0,42.328,255
2025-10-30 08:58:57,22,42,89,1774.969,0,125.5,3.219,3,3,1,0,3,3,3,0,52.453,255
2025-10-30 08:59:57,50,48,91,1774.969,18.15,2.869,3.219,3,3,0,0,3,3,3,0,52.047,255
2025-10-30 09:00:57,20,46,91,1774.969,0.05,125.498,3.219,3,3,0,0,3,3,3,0,47.438,255
2025-10-30 09:01:57,28,47,91,1774.969,3.2,15.877,3.219,3,3,0,0,3,3,3,0,51.594,255
2025-10-30 09:02:57,4,49,90,1774.969,2.8,0.986,3.219,3,3,0,1,3,3,3,0,2.813,255
2025-10-30 09:03:57,122,52,93,1774.969,33.4,1.215,3.221,3,3,0,0,3,3,3,0,40.688,255
2025-10-30 09:04:57,22,46,91,1774.969,3.6,13.967,3.219,3,3,0,0,3,3,3,0,50.719,255
2025-10-30 09:05:57,46,47,91,1774.969,8.1,6.072,3.221,3,3,0,0,3,3,3,0,49.5,255
2025-10-30 09:06:57,58,46,91,1774.969,14.3,3.455,3.219,3,3,0,0,3,3,3,0,49.453,255
2025-10-30 09:07:57,86,49,93,1774.969,24.4,1.697,3.221,3,3,0,0,3,3,3,0,41.625,255
2025-10-30 09:08:57,0,51,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 09:09:57,0,55,91,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 09:46:48,12,54,78,1774.969,0.6,11.357,3.221,3,3,0,1,3,3,3,0,6.984,255
2025-10-30 09:47:48,94,54,86,1774.969,25.05,1.264,3.219,3,3,0,1,3,3,3,0,31.641,255
2025-10-30 09:48:48,112,51,92,1774.969,27.75,1.705,3.219,3,3,0,0,3,3,3,0,47.297,255
2025-10-30 09:49:48,18,46,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,47.516,255
2025-10-30 09:50:48,96,46,91,1774.969,18.85,2.609,3.219,3,3,0,0,3,3,3,0,49.328,255
2025-10-30 09:51:48,84,45,90,1774.969,22.85,2.189,3.219,3,3,0,0,3,3,3,0,50.188,255
2025-10-30 09:52:48,108,46,90,1774.969,23.2,2.289,3.219,3,3,0,0,3,3,3,0,53.141,255
2025-10-30 09:53:48,122,46,90,1774.969,23.25,2.295,3.219,3,3,0,0,3,3,3,0,53.422,255
2025-10-30 09:54:48,84,44,90,1774.969,15.65,3.369,3.219,3,3,0,0,3,3,3,0,52.859,255
2025-10-30 09:55:48,24,42,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,53.484,255
2025-10-30 09:56:48,92,44,90,1774.969,18.95,2.738,3.219,3,3,0,0,3,3,3,0,51.984,255
2025-10-30 09:57:48,40,44,90,1774.969,7.4,6.893,3.219,3,3,0,0,3,3,3,0,51.141,255
2025-10-30 09:58:48,100,46,92,1774.969,25.2,1.76,3.219,3,3,0,0,3,3,3,0,44.406,255
2025-10-30 09:59:48,70,44,89,1774.969,18.85,2.842,3.219,3,3,0,0,3,3,3,0,53.578,255
2025-10-30 10:00:48,28,43,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,53.422,255
2025-10-30 10:01:48,110,45,90,1774.969,22.1,2.246,3.219,3,3,0,0,3,3,3,0,49.609,255
2025-10-30 10:02:46,56,41,89,1774.969,15.4,3.232,3.219,3,3,0,0,3,3,3,0,49.688,255
2025-10-30 10:03:46,110,46,91,1774.969,24.1,1.938,3.219,3,3,0,0,3,3,3,0,46.797,255
2025-10-30 10:04:46,112,45,91,1774.969,27.75,1.936,3.219,3,3,0,0,3,3,3,0,53.859,255
2025-10-30 10:05:46,92,44,89,1774.969,26.2,2.02,3.219,3,3,0,0,3,3,3,0,52.906,255
2025-10-30 10:06:46,62,43,90,1774.969,15.95,3.305,3.219,3,3,0,0,3,3,3,0,52.828,255
2025-10-30 10:07:46,104,44,90,1774.969,20,2.723,3.221,3,3,0,0,3,3,3,0,54.609,255
2025-10-30 10:08:46,22,42,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,52.688,255
2025-10-30 10:09:46,102,47,91,1774.969,25.7,1.932,3.221,3,3,0,0,3,3,3,0,49.688,255
2025-10-30 10:10:46,168,46,91,1774.969,36.8,1.465,3.219,3,3,0,0,3,3,3,0,53.813,255
2025-10-30 10:11:46,16,43,90,1774.969,0,125.5,3.221,3,3,1,0,3,3,3,0,42.734,255
2025-10-30 10:12:46,32,49,91,1774.969,9.6,2.959,3.219,3,3,0,1,3,3,3,0,28.781,255
2025-10-30 10:13:46,88,46,93,1774.969,25.9,1.594,3.221,3,3,0,0,3,3,3,0,41.422,255
2025-10-30 10:14:46,106,43,90,1774.969,25.3,2.016,3.219,3,3,0,0,3,3,3,0,51.094,255
2025-10-30 10:15:46,108,44,91,1774.969,24.6,2.115,3.219,3,3,0,0,3,3,3,0,52.25,255
2025-10-30 10:16:46,94,44,91,1774.969,21.95,2.33,3.219,3,3,0,0,3,3,3,0,51.234,255
2025-10-30 10:17:46,68,44,91,1774.969,19.6,2.705,3.219,3,3,0,0,3,3,3,0,53.094,255
2025-10-30 10:18:46,100,42,89,1774.969,21.2,2.514,3.219,3,3,0,0,3,3,3,0,53.266,255
2025-10-30 10:19:46,110,44,90,1774.969,25.2,2.096,3.221,3,3,0,0,3,3,3,0,52.703,255
2025-10-30 10:20:46,110,44,90,1774.969,25.25,2.084,3.219,3,3,0,0,3,3,3,0,52.609,255
2025-10-30 10:21:46,80,44,90,1774.969,15.95,3.465,3.219,3,3,0,0,3,3,3,0,55.313,255
2025-10-30 10:22:46,24,44,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,51.891,255
2025-10-30 10:23:46,102,43,88,1774.969,25.25,2.02,3.219,3,3,0,0,3,3,3,0,51.219,255
2025-10-30 10:24:44,80,45,91,1774.969,23.45,2.295,3.219,3,3,0,0,3,3,3,0,53.813,255
2025-10-30 10:25:44,86,43,91,1774.969,21.4,2.465,3.219,3,3,0,0,3,3,3,0,52.891,255
2025-10-30 10:26:44,40,43,90,1774.969,15.95,3.33,3.219,3,3,0,0,3,3,3,0,53.328,255
2025-10-30 10:27:44,68,42,89,1774.969,18.75,2.705,3.219,3,3,0,0,3,3,3,0,50.906,255
2025-10-30 10:28:44,84,45,90,1774.969,17.1,3.223,3.219,3,3,0,0,3,3,3,0,55.172,255
2025-10-30 10:29:44,28,43,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,53.656,255
2025-10-30 10:30:44,80,45,90,1774.969,18,3.072,3.219,3,3,0,0,3,3,3,0,55.375,255
2025-10-30 10:31:44,38,45,91,1774.969,16.15,2.945,3.219,3,3,0,0,3,3,3,0,47.875,255
2025-10-30 10:32:44,46,43,90,1774.969,17.25,3.117,3.219,3,3,0,0,3,3,3,0,53.906,255
2025-10-30 10:33:44,28,43,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,50.984,255
2025-10-30 10:34:44,112,46,90,1774.969,26.3,1.58,3.219,3,3,0,0,3,3,3,0,41.563,255
2025-10-30 10:35:44,34,42,93,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,47.5,255
2025-10-30 10:36:44,38,44,90,1774.969,13.25,3.975,3.219,3,3,0,0,3,3,3,0,52.688,255
2025-10-30 10:37:44,76,43,90,1774.969,19.25,2.756,3.219,3,3,0,0,3,3,3,0,53.063,255
2025-10-30 10:38:44,44,44,91,1774.969,13.1,3.598,3.219,3,3,0,0,3,3,3,0,47.25,255
2025-10-30 10:39:44,96,43,90,1774.969,21.5,2.383,3.219,3,3,0,0,3,3,3,0,51.359,255
2025-10-30 10:40:44,50,43,90,1774.969,16.05,3.268,3.219,3,3,0,0,3,3,3,0,52.609,255
2025-10-30 10:41:44,20,43,92,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,49.25,255
2025-10-30 10:42:44,64,44,90,1774.969,17.6,2.811,3.219,3,3,0,0,3,3,3,0,49.563,255
2025-10-30 10:43:44,32,44,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,52.453,255
2025-10-30 10:44:44,32,45,91,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,52.031,255
2025-10-30 10:45:44,66,44,90,1774.969,12.9,3.873,3.219,3,3,0,0,3,3,3,0,49.953,255
2025-10-30 10:46:44,20,44,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,49.078,255
2025-10-30 10:47:42,100,45,91,1774.969,24.7,1.998,3.219,3,3,0,0,3,3,3,0,49.484,255
2025-10-30 10:48:42,18,43,93,1774.969,4.3,10.648,3.219,3,3,0,0,3,3,3,0,45.906,255
2025-10-30 10:49:42,156,48,93,1774.969,37.65,1.283,3.219,3,3,0,0,3,3,3,0,48.5,255
2025-10-30 10:50:42,24,40,90,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,52.672,255
2025-10-30 10:51:42,106,45,92,1774.969,28.45,1.727,3.219,3,3,0,0,3,3,3,0,49.125,255
2025-10-30 10:52:42,78,41,90,1774.969,19.2,2.465,3.219,3,3,0,0,3,3,3,0,47.484,255
2025-10-30 10:53:42,34,41,91,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,52.25,255
2025-10-30 10:54:42,96,39,88,1774.969,27.15,1.908,3.221,3,3,0,0,3,3,3,0,51.797,255
2025-10-30 10:55:42,132,43,91,1774.969,30.2,1.512,3.219,3,3,0,0,3,3,3,0,45.766,255
2025-10-30 10:56:42,26,39,88,1774.969,5.5,9.586,3.221,3,3,0,0,3,3,3,0,52.859,255
2025-10-30 10:57:42,130,43,92,1774.969,31,1.428,3.219,3,3,0,0,3,3,3,0,44.203,255
2025-10-30 10:58:42,100,40,89,1774.969,25.3,2,3.219,3,3,0,0,3,3,3,0,50.656,255
2025-10-30 10:59:42,60,39,88,1774.969,7.95,6.279,3.219,3,3,0,0,3,3,3,0,50.266,255
2025-10-30 11:00:42,102,41,90,1774.969,25.25,2.051,3.221,3,3,0,0,3,3,3,0,51.828,255
2025-10-30 11:01:42,22,39,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,0,53.875,255
2025-10-30 11:02:42,100,42,91,1774.969,25.25,2.035,3.221,3,3,0,0,3,3,3,0,51.453,255
2025-10-30 11:03:42,92,43,91,1774.969,22.55,2.242,3.219,3,3,0,0,3,3,3,0,50.563,255
2025-10-30 11:04:42,12,40,90,1774.969,0,125.5,3.219,3,3,1,0,3,3,3,0,38.234,255
2025-10-30 11:05:42,18,38,89,1774.969,5.75,7.83,3.219,3,3,0,0,3,3,3,0,45.156,255
2025-10-30 11:06:42,4,41,89,1774.969,1.55,3.232,3.219,3,3,0,1,3,3,3,0,5.188,255
2025-10-30 11:07:40,4,44,91,1774.969,2.05,0,3.219,3,3,1,1,3,3,3,0,0,255
2025-10-30 11:08:40,0,41,80,1774.969,3.25,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:09:40,0,42,85,1774.969,3.15,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:10:40,0,44,86,1774.969,3.15,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:11:40,0,45,88,1774.969,3.15,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:12:40,0,46,90,1774.969,3.2,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:13:40,0,50,91,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:14:40,0,56,92,1774.969,0,125.5,3.221,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:15:40,0,58,94,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 11:16:40,8,47,86,1774.969,5.95,0.557,3.219,3,3,0,1,3,3,3,0,3.281,255
2025-10-30 11:17:40,0,47,88,1774.969,4.15,0,3.219,3,3,1,1,3,3,3,0,0,255
2025-10-30 11:18:40,0,55,89,1774.969,0,125.5,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 13:25:28,0,38,60,1774.969,4.8,0,3.219,3,3,0,0,3,3,3,1,0,255
2025-10-30 13:26:28,0,35,66,1774.969,4.8,0,3.219,3,3,1,1,3,3,3,1,0,255
2025-10-30 13:27:28,2,30,73,1774.969,6.5,2.248,3.219,3,3,0,1,3,3,3,0,14.688,255
2025-10-30 13:28:28,20,36,87,1774.969,4.55,8.166,3.219,3,3,0,0,3,3,3,0,37.188,255
