time,speed,devbattery,carbattery,ignstatus,latitude,longitude
2025-10-26 00:00:22,0,4.11,25.43,1,25.149949,76.262077
2025-10-26 00:00:52,0,4.11,25.43,1,25.14995,76.262086
2025-10-26 00:01:22,0,4.11,25.43,1,25.149954,76.262086
2025-10-26 00:01:52,0,4.11,25.43,1,25.149956,76.262089
2025-10-26 00:02:22,0,4.11,25.43,1,25.149955,76.262089
2025-10-26 00:02:52,0,4.11,25.43,1,25.149956,76.262088
2025-10-26 00:03:22,0.85,4.11,25.43,1,25.149955,76.262088
2025-10-26 00:03:52,0,4.11,25.43,1,25.149953,76.262095
2025-10-26 00:04:22,0,4.11,25.43,1,25.149946,76.2621
2025-10-26 00:04:52,0,4.11,25.43,1,25.149949,76.262086
2025-10-26 00:05:22,0,4.11,25.43,1,25.149955,76.262092
2025-10-26 00:05:52,0,4.11,25.4,1,25.149952,76.262091
2025-10-26 00:06:22,0,4.11,25.43,1,25.149952,76.262089
2025-10-26 00:06:52,0,4.11,25.45,1,25.149954,76.26209
2025-10-26 00:07:22,0,4.11,25.43,1,25.149957,76.262087
2025-10-26 00:07:52,0,4.11,25.45,1,25.149958,76.262087
2025-10-26 00:08:22,0,4.11,25.4,1,25.149955,76.262087
2025-10-26 00:08:52,0,4.11,25.43,1,25.149953,76.262082
2025-10-26 00:09:22,0,4.11,25.43,1,25.149947,76.262088
2025-10-26 00:09:52,0,4.11,25.4,1,25.149954,76.262089
2025-10-26 00:10:22,0,4.11,25.4,1,25.149952,76.262088
2025-10-26 00:10:52,0.44,4.11,25.43,1,25.149952,76.262082
2025-10-26 00:11:22,0,4.11,25.4,1,25.149949,76.262088
2025-10-26 00:11:52,0,4.11,25.4,1,25.149952,76.262096
2025-10-26 00:12:22,0,4.11,25.4,1,25.149945,76.262094
2025-10-26 00:12:52,0,4.11,25.43,1,25.149951,76.262101
2025-10-26 00:13:22,0,4.11,25.43,1,25.149946,76.262104
2025-10-26 00:13:52,0,4.11,25.4,1,25.14994,76.262093
2025-10-26 00:14:22,0,4.11,25.4,1,25.149941,76.262086
2025-10-26 00:14:52,0,4.11,25.4,1,25.149952,76.262082
2025-10-26 00:15:22,0.79,4.11,25.4,1,25.149953,76.262101
2025-10-26 00:15:52,0,4.11,25.38,1,25.149952,76.262104
2025-10-26 00:16:22,0.86,4.11,25.4,1,25.149959,76.262107
2025-10-26 00:16:52,0,4.11,25.43,1,25.149952,76.262105
2025-10-26 00:17:22,0,4.11,25.43,1,25.149947,76.262118
2025-10-26 00:17:52,0,4.11,25.43,1,25.149947,76.262118
2025-10-26 00:18:22,0,4.11,25.4,1,25.149954,76.26212
2025-10-26 00:18:52,0,4.11,25.4,1,25.149951,76.262117
2025-10-26 00:19:22,0,4.11,25.4,1,25.149956,76.262117
2025-10-26 00:19:52,0,4.11,25.43,1,25.14996,76.26211
2025-10-26 00:20:22,0,4.11,25.4,1,25.149962,76.262103
2025-10-26 00:20:52,0,4.11,25.4,1,25.149961,76.262113
2025-10-26 00:21:22,0,4.11,25.4,1,25.149956,76.262115
2025-10-26 00:21:52,0,4.11,25.4,1,25.149951,76.262108
2025-10-26 00:22:22,0,4.11,25.4,1,25.14994,76.262107
2025-10-26 00:22:52,0,4.11,25.43,1,25.149946,76.262114
2025-10-26 00:23:22,0.81,4.11,25.4,1,25.149937,76.262125
2025-10-26 00:23:52,2.34,4.11,25.43,1,25.149952,76.262111
2025-10-26 00:24:22,0,4.11,25.43,1,25.149963,76.262102
2025-10-26 00:24:52,0.42,4.11,25.4,1,25.149969,76.262101
2025-10-26 00:25:22,0,4.11,25.4,1,25.149966,76.262103
2025-10-26 00:25:52,0,4.11,25.4,1,25.149965,76.262104
2025-10-26 00:26:22,0,4.11,25.38,1,25.149968,76.262115
2025-10-26 00:26:52,0.74,4.11,25.38,1,25.149971,76.262118
2025-10-26 00:27:22,0,4.11,25.38,1,25.149967,76.262122
2025-10-26 00:27:52,0,4.11,25.4,1,25.149964,76.26213
2025-10-26 00:28:22,0,4.11,25.43,1,25.14997,76.262128
2025-10-26 00:28:52,0,4.11,25.4,1,25.149966,76.262124
2025-10-26 00:29:22,0,4.11,25.43,1,25.149963,76.262122
2025-10-26 00:29:52,0,4.11,25.43,1,25.149963,76.262114
2025-10-26 00:30:22,0,4.11,25.4,1,25.149964,76.262104
2025-10-26 00:30:52,0,4.11,25.4,1,25.149964,76.262113
2025-10-26 00:31:22,0,4.11,25.38,1,25.149956,76.262124
2025-10-26 00:31:52,1.27,4.11,25.4,1,25.149957,76.262114
2025-10-26 00:32:22,0.55,4.11,25.4,1,25.149945,76.262129
2025-10-26 00:32:52,1.44,4.11,25.4,1,25.149948,76.262125
2025-10-26 00:33:22,0,4.11,25.4,1,25.149946,76.262113
2025-10-26 00:33:52,0.63,4.11,25.43,1,25.149939,76.262104
2025-10-26 00:34:22,1.2,4.11,25.4,1,25.149933,76.262117
2025-10-26 00:34:52,0,4.11,25.43,1,25.149938,76.262122
2025-10-26 00:35:22,1.31,4.11,25.4,1,25.149953,76.262105
2025-10-26 00:35:52,0,4.11,25.38,1,25.14995,76.262084
2025-10-26 00:36:22,0,4.11,25.4,1,25.149949,76.262083
2025-10-26 00:36:52,0,4.11,25.4,1,25.14995,76.262089
2025-10-26 00:37:22,0,4.11,25.38,1,25.149948,76.262093
2025-10-26 00:37:52,0,4.11,25.38,1,25.149951,76.262093
2025-10-26 00:38:22,0,4.11,25.38,1,25.149959,76.262086
2025-10-26 00:38:52,0,4.11,25.38,1,25.14997,76.262081
2025-10-26 00:39:22,0.57,4.11,25.38,1,25.149968,76.262077
2025-10-26 00:39:52,0,4.11,25.38,1,25.14997,76.262081
2025-10-26 00:40:22,0,4.11,25.38,1,25.149968,76.262085
2025-10-26 00:40:52,0,4.11,25.4,1,25.149962,76.262098
2025-10-26 00:41:22,0.64,4.11,25.4,1,25.149947,76.262103
2025-10-26 00:41:52,0.86,4.11,25.38,1,25.149944,76.262106
2025-10-26 00:42:22,0,4.11,25.4,1,25.149944,76.262113
2025-10-26 00:42:52,0,4.11,25.38,1,25.149944,76.262099
2025-10-26 00:43:22,0,4.11,25.38,1,25.149938,76.262094
2025-10-26 00:43:52,0.58,4.11,25.4,1,25.149946,76.26208
2025-10-26 00:44:22,0,4.11,25.4,1,25.149945,76.262071
2025-10-26 00:44:52,0,4.11,25.4,1,25.149945,76.262071
2025-10-26 00:45:22,0.96,4.11,25.4,1,25.149939,76.262062
